 Card ID,//Card Title, Card Value, Bats, Throws, Position, Contact, Gap, Power, Eye, Avoid Ks, BABIP, Contact vL, Gap vL, Power vL, Eye vL, Avoid K vL, BABIP vL,Contact vR, Gap vR, Power vR, Eye vR, Ks vR, BABIP vR, GB Hitter Type, FB Hitter Type, BattedBallType, Speed, Stealing, Baserunning, Sac bunt, Bunt for hit, Stuff, Movement, Control,Stuff vL, Movement vL, Control vL, Stuff vR, Movement vR, Control vR, Fastball, Slider, Curveball, Changeup, Cutter, Sinker, Splitter, Forkball, Screwball, Circlechange, Knucklecurve, Knuckleball, Stamina, Hold, GB, Velocity, Arm Slot,Infield Range, Infield Error, Infield Arm, DP, CatcherAbil, Catcher Arm, OF Range, OF Error, OF Arm, Pos Rating P, Pos Rating C,Pos Rating 1B,Pos Rating 2B,Pos Rating 3B,Pos Rating SS,Pos Rating LF,Pos Rating CF,Pos Rating RF,LearnC,Learn1B,Learn2B,Learn3B,LearnSS,LearnLF,LearnCF, LearnRF,Packable,Dummycode
34201,MLB 2022 Live SP Adam Wainwright STL 2022,60,R,R,SP,37,58,19,21,29,44,38,62,18,23,30,46,36,57,20,21,29,43,Normal,Normal,Groundball,6,6,19,51,17,51,53,60,52,54,60,51,52,60,52,0,59,47,46,0,0,0,0,0,0,0,88,81,GB,89-91,Normal,19,71,56,33,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,Packable,MLB 2022 Live SP Adam Wainwright STL 2022 (Packable)
36085,Legend SP Adam Wainwright STL PEAK,100,R,R,SP,39,52,21,20,43,40,40,56,20,22,44,41,39,51,22,20,43,40,Pull,Pull,Normal,4,6,5,51,17,96,97,98,96,97,98,96,97,98,0,0,58,104,72,77,0,0,0,0,0,0,86,21,NEU,96-98,Normal,27,30,23,24,0,0,7,8,2,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Packable,Legend SP Adam Wainwright STL PEAK (Packable)
35100,PLATINUM SERIES 2 SS Honus Wagner PIT 1908,97,R,R,SS,104,98,71,59,91,88,105,99,71,60,92,89,104,98,71,59,91,88,Spray,Spray,Line,80,87,85,53,45,4,24,1,3,23,1,4,24,1,9,5,0,0,0,0,0,0,0,0,0,0,1,26,NEU,83-85,Sidearm,86,78,79,78,0,0,3,7,9,0,0,0,0,0,82,0,0,0,0,1,0,1,1,0,0,1,Plat 2,PLATINUM SERIES 2 SS Honus Wagner PIT 1908 (Plat 2)
36437,Snapshot SS Heinie Wagner BOS 1909,48,R,R,SS,55,54,8,51,80,55,56,56,9,53,81,56,54,53,8,51,79,54,Normal,Spray,Groundball,71,75,89,45,12,2,23,1,2,22,1,2,24,1,9,0,0,0,0,0,0,0,0,0,0,0,1,53,XFB,83-85,Over,75,69,66,67,0,0,4,6,8,0,0,0,0,0,63,0,0,0,0,0,1,0,1,0,0,0,Packable,Snapshot SS Heinie Wagner BOS 1909 (Packable)
34016,MLB 2022 Live 1B LaMonte Wade Jr SF 2022,73,L,L,1B,51,48,63,62,48,47,48,46,60,59,45,45,53,49,64,63,49,48,Spray,Spray,Normal,34,72,73,61,49,1,3,15,1,4,17,1,3,15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,FB,86-88,Normal,34,52,66,19,4,4,64,58,64,0,0,64,0,0,0,76,29,65,0,1,0,0,0,1,1,1,Packable,MLB 2022 Live 1B LaMonte Wade Jr SF 2022 (Packable)
34666,MLB 2022 Live 2B Tyler Wade LAA,67,L,R,2B,49,48,19,51,48,56,47,46,18,49,46,53,49,49,20,52,48,56,Spray,Spray,Groundball,87,84,74,60,40,1,1,6,1,1,6,1,1,6,3,0,0,0,0,0,0,0,0,0,0,0,10,0,XFB,75-80,Normal,72,74,53,66,1,3,64,61,56,0,0,0,77,29,60,37,31,39,0,1,1,1,1,1,1,1,Packable,MLB 2022 Live 2B Tyler Wade LAA (Packable)
41224,LIMITED EDITION SP Rube Waddell SLA 1908,89,R,L,SP,14,53,19,54,30,2,14,54,20,55,30,2,14,52,19,54,30,2,Normal,Spray,Groundball,62,54,59,23,60,91,102,49,87,107,53,92,100,47,76,0,101,72,0,0,0,0,0,0,0,0,100,71,NEU,93-95,Over,25,22,21,23,0,0,10,5,7,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LE,LIMITED EDITION SP Rube Waddell SLA 1908 (LE)
34971,MLB 2022 Live SP Michael Wacha BOS 2022,53,R,R,SP,14,10,3,27,13,11,14,10,3,27,13,11,14,10,3,27,13,11,Spray,Spray,Groundball,7,21,27,51,17,58,35,67,59,35,66,56,35,67,63,0,45,0,52,0,0,0,0,65,0,0,76,56,XFB,94-96,Over,23,58,53,24,0,0,15,20,30,85,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,Packable,MLB 2022 Live SP Michael Wacha BOS 2022 (Packable)
34303,MLB 2022 Live 1B Joey Votto CIN 2022,59,L,R,1B,43,55,57,70,43,39,40,53,53,58,39,38,44,56,59,73,44,39,XPull,Spray,Normal,19,72,34,43,18,1,19,26,1,18,24,1,20,27,0,0,0,0,0,0,0,0,0,0,0,0,5,0,XFB,-,Over,34,51,31,25,0,0,27,21,43,0,0,66,0,0,0,0,0,0,0,1,1,1,0,1,0,1,Packable,MLB 2022 Live 1B Joey Votto CIN 2022 (Packable)
35290,All-Star 1B Joey Votto CIN 2012,97,L,R,1B,93,94,55,88,48,104,83,81,50,76,41,101,96,98,56,92,50,105,Normal,Normal,Line,18,64,60,5,46,2,23,1,2,22,1,2,24,1,9,0,0,0,0,0,0,0,0,0,0,0,1,78,XFB,83-85,Normal,52,35,47,35,0,0,1,9,7,0,0,79,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Packable,All-Star 1B Joey Votto CIN 2012 (Packable)
34370,MLB 2022 Live RP Austin Voth BAL 2022,57,R,R,RP,27,29,3,22,15,37,27,29,3,22,15,37,27,29,3,22,15,37,Spray,Spray,Groundball,13,20,17,88,8,53,42,57,53,42,57,52,41,57,64,0,57,0,59,0,0,0,0,0,0,0,25,56,FB,94-96,Normal,29,23,29,9,1,0,0,0,0,59,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Packable,MLB 2022 Live RP Austin Voth BAL 2022 (Packable)
39597,Hardware Heroes LF Joe Vosmik CLE 1935,80,R,R,LF,82,95,44,52,84,77,91,111,50,61,99,79,79,89,42,49,79,76,Spray,Spray,Line,12,67,52,18,26,2,23,1,2,22,1,2,24,1,9,0,0,0,0,0,0,0,0,0,0,0,1,9,XFB,83-85,Normal,2,10,1,10,0,0,79,81,43,0,0,0,0,0,0,92,0,0,0,0,0,0,0,1,0,1,Packable,Hardware Heroes LF Joe Vosmik CLE 1935 (Packable)
40689,MLB 2022 Live 1B Jason Vosler SF 2022,68,L,R,1B,50,56,60,58,36,58,48,54,58,56,33,55,52,57,61,58,37,59,Pull,Pull,Normal,17,28,45,56,55,1,1,7,1,1,7,1,1,7,3,0,0,0,0,0,0,0,0,0,0,0,10,0,XFB,75-80,Over,53,50,69,42,1,1,46,51,58,0,0,83,12,50,7,15,0,11,0,1,1,1,1,1,1,1,Packable,MLB 2022 Live 1B Jason Vosler SF 2022 (Packable)
35687,Future Legend 2B Anthony Volpe NYY 2022,88,R,R,2B,61,67,67,65,54,53,64,72,69,67,55,55,60,65,66,64,54,52,Pull,Pull,Flyball,78,97,94,91,48,1,1,1,1,1,1,1,1,1,6,0,0,0,0,0,0,0,0,0,0,0,1,0,XFB,80-83,Normal,79,79,57,74,0,3,63,56,52,0,0,79,88,26,72,0,0,0,0,0,1,0,1,0,0,0,Packable,Future Legend 2B Anthony Volpe NYY 2022 (Packable)
34046,MLB 2022 Live 1B Luke Voit WSH 2022,56,R,R,1B,47,43,65,59,40,45,50,45,68,61,42,47,47,43,64,59,39,45,Pull,Pull,Flyball,19,35,58,42,29,1,1,1,1,1,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,FB,75-80,Over,28,41,47,27,17,49,38,35,48,0,0,61,0,0,0,0,0,0,0,1,1,1,0,1,0,1,Packable,MLB 2022 Live 1B Luke Voit WSH 2022 (Packable)
34622,MLB 2022 Live C Stephen Vogt OAK 2022,48,L,R,C,37,41,61,59,46,25,34,37,52,50,44,24,38,42,64,62,46,25,XPull,Pull,Normal,27,61,36,57,21,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,XFB,90-92,Normal,22,52,45,21,66,34,46,52,50,0,51,49,0,0,0,26,0,0,1,1,1,1,0,1,1,1,Packable,MLB 2022 Live C Stephen Vogt OAK 2022 (Packable)
35869,Snapshot 1B Stephen Vogt OAK 2014,58,L,R,1B,60,42,59,34,73,49,52,43,50,28,67,47,62,41,62,35,75,49,Normal,Pull,Normal,4,16,5,4,44,2,23,1,2,22,1,2,24,1,9,0,0,0,0,0,0,0,0,0,0,0,1,30,XFB,83-85,Normal,42,34,38,36,60,63,56,55,60,0,57,61,0,0,0,0,0,56,1,1,0,0,0,0,0,0,Packable,Snapshot 1B Stephen Vogt OAK 2014 (Packable)
35115,Unsung Heroes RP Ryan Vogelsong PIT 2005,53,R,R,RP,6,26,12,19,6,8,6,26,12,19,6,8,6,26,12,19,6,8,Normal,Spray,Groundball,4,6,19,94,44,43,79,44,39,71,42,46,85,45,45,23,16,1,0,58,0,0,0,0,0,0,22,46,FB,95-97,Normal,26,25,22,24,0,0,3,2,7,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Packable,Unsung Heroes RP Ryan Vogelsong PIT 2005 (Packable)
34222,MLB 2022 Live DH Daniel Vogelbach NYM 2022,74,L,R,DH,50,48,67,84,43,47,46,46,61,78,40,44,51,48,68,85,44,47,Normal,Normal,Flyball,8,22,42,17,8,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,XFB,-,Normal,14,31,33,9,0,0,4,22,29,0,0,32,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Packable,MLB 2022 Live DH Daniel Vogelbach NYM 2022 (Packable)
40913,MLB 2022 Live RP Arodys Vizcaino KC 2022,43,R,R,RP,25,20,5,19,18,31,25,20,5,19,18,32,25,20,5,19,18,30,Spray,Spray,Groundball,10,17,18,44,18,62,45,39,63,45,39,61,44,39,67,0,59,33,0,0,0,0,0,0,0,0,14,56,NEU,95-97,Normal,27,39,27,22,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Packable,MLB 2022 Live RP Arodys Vizcaino KC 2022 (Packable)
35310,All-Star C Ozzie Virgil Jr. PHI 1985,55,R,R,C,46,41,67,54,41,42,46,38,58,51,47,41,46,42,70,55,39,42,Spray,Normal,Normal,5,6,5,5,7,2,23,1,2,22,1,2,24,1,9,0,0,0,0,0,0,0,0,0,0,0,1,5,XFB,83-85,Normal,7,3,8,7,64,50,1,9,1,0,55,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Packable,All-Star C Ozzie Virgil Jr. PHI 1985 (Packable)
36442,Snapshot CF Bill Virdon PIT 1963,67,L,R,CF,61,53,28,44,82,56,55,44,29,37,69,54,62,55,28,46,86,57,Normal,Spray,Normal,12,50,37,36,38,2,23,1,2,22,1,2,24,1,9,0,0,0,0,0,0,0,0,0,0,0,1,56,XFB,83-85,Normal,9,5,10,8,0,0,90,72,50,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,1,0,Packable,Snapshot CF Bill Virdon PIT 1963 (Packable)
39598,Rookie Sensation 2B Jim Viox PIT 1913,70,R,R,2B,79,84,14,64,86,79,81,88,15,66,87,81,79,83,14,63,85,79,Normal,Normal,Line,51,64,45,79,21,2,23,1,2,22,1,2,24,1,9,0,0,0,0,0,0,0,0,0,0,0,1,47,XFB,83-85,Over,56,64,37,63,0,0,2,5,8,0,0,0,58,0,39,0,0,0,0,0,1,1,0,0,0,0,Packable,Rookie Sensation 2B Jim Viox PIT 1913 (Packable)
36444,SPECIAL EDITION SP Frank Viola MIN 1987,90,L,L,SP,19,16,1,11,39,11,18,16,1,10,37,10,19,16,1,11,40,11,Spray,Normal,Groundball,5,6,5,36,9,77,72,80,76,70,79,78,73,80,73,0,66,91,0,0,0,0,0,0,0,0,93,95,FB,90-92,Normal,27,23,23,24,0,0,7,8,4,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TE 1,SPECIAL EDITION SP Frank Viola MIN 1987 (TE 1)
41251,MLB 2022 Live C Meibrys Viloria TEX 2022,40,L,R,C,40,38,41,58,30,45,39,37,40,57,29,44,40,39,42,59,30,46,Normal,Normal,Groundball,18,34,48,58,40,1,1,5,1,1,5,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,FB,75-80,Normal,42,47,57,43,49,63,11,35,38,0,46,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,Packable,MLB 2022 Live C Meibrys Viloria TEX 2022 (Packable)
39599,Unsung Heroes SP Ron Villone CIN 1999,58,L,L,SP,9,11,1,23,16,1,9,10,1,21,15,1,9,11,1,23,16,1,Spray,Pull,Groundball,5,6,5,60,29,58,91,39,66,103,41,55,86,38,60,49,0,64,45,0,51,0,0,0,0,0,75,73,NEU,90-92,Sidearm,40,23,37,24,0,0,10,10,8,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Packable,Unsung Heroes SP Ron Villone CIN 1999 (Packable)
34319,MLB 2022 Live 3B Jonathan Villar SEA 2022,53,S,R,3B,49,44,39,52,41,57,50,51,40,50,43,58,49,42,39,53,40,57,XPull,Pull,Groundball,69,78,58,71,65,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,XFB,-,Over,63,50,64,62,0,0,63,51,57,0,0,0,61,54,44,0,15,0,0,1,1,1,1,1,1,1,Packable,MLB 2022 Live 3B Jonathan Villar SEA 2022 (Packable)
41408,MLB 2022 Live 3B David Villar SF 2022,46,R,R,3B,46,49,63,55,31,48,47,50,64,57,32,50,45,49,62,54,31,48,Pull,Pull,Flyball,29,48,61,44,30,1,1,1,1,1,1,1,1,1,6,0,0,0,0,0,0,0,0,0,0,0,1,0,NEU,80-83,Sidearm,42,60,69,35,1,1,46,43,58,0,0,55,11,46,0,0,0,0,0,1,1,1,1,1,1,1,Packable,MLB 2022 Live 3B David Villar SF 2022 (Packable)
39199,Rookie Sensation C Hector Villanueva CHC 1991,51,R,R,C,46,52,67,51,49,37,49,54,76,60,50,37,45,51,64,48,49,37,Normal,Normal,Normal,5,6,8,4,10,2,23,1,2,22,1,2,24,1,9,0,0,0,0,0,0,0,0,0,0,0,1,83,XFB,83-85,Over,8,1,1,1,53,57,7,10,6,0,48,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Packable,Rookie Sensation C Hector Villanueva CHC 1991 (Packable)
34384,MLB 2022 Live LF Matt Vierling PHI 2022,68,R,R,LF,52,49,37,45,52,54,53,50,39,46,53,55,51,48,37,45,51,54,Pull,Pull,Groundball,68,79,69,54,52,15,23,23,1,22,22,1,24,23,27,14,0,1,0,0,0,0,0,0,0,0,45,41,FB,89-91,Over,27,35,67,28,2,2,69,69,83,0,0,29,4,22,0,88,55,81,0,1,1,1,0,1,1,1,Packable,MLB 2022 Live LF Matt Vierling PHI 2022 (Packable)
41734,MLB 2022 Live 3B Mark Vientos NYM 2022,41,R,R,3B,46,48,60,44,29,52,47,50,61,45,31,54,46,48,59,44,29,52,Pull,Pull,Normal,45,32,44,58,44,8,1,1,8,1,1,8,1,1,30,0,0,0,0,0,0,0,0,0,0,0,1,0,XFB,90-92,Normal,43,45,75,38,1,1,43,50,69,0,0,0,0,47,5,0,0,0,0,1,1,1,1,1,0,1,Packable,MLB 2022 Live 3B Mark Vientos NYM 2022 (Packable)
35634,Future Legend 1B Mark Vientos NYM 2022,79,R,R,1B,64,83,73,59,43,61,67,85,75,60,46,62,63,82,72,59,43,61,Pull,Pull,Line,54,39,53,70,44,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,XFB,90-92,Normal,47,50,83,42,1,1,43,50,69,0,1,90,0,56,7,0,0,0,0,1,0,1,0,0,0,0,Packable,Future Legend 1B Mark Vientos NYM 2022 (Packable)
41295,MLB 2022 Live RP Cam Vieaux PIT 2022,40,L,L,RP,17,11,6,11,11,18,17,11,5,11,11,17,17,11,6,11,11,18,Spray,Spray,Groundball,13,17,26,33,9,61,40,45,63,41,46,60,40,45,57,53,53,68,0,0,0,0,0,0,0,0,25,57,FB,90-92,Normal,17,44,35,33,1,1,3,3,3,71,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Packable,MLB 2022 Live RP Cam Vieaux PIT 2022 (Packable)
39600,PLATINUM SERIES 2 2B Jose Vidro MON 2000,70,S,R,2B,79,84,57,39,81,69,79,90,62,42,68,72,79,82,55,38,86,68,Spray,Spray,Normal,23,62,44,4,31,2,23,1,2,22,1,2,24,1,9,0,0,0,0,0,0,0,0,0,0,0,1,80,XFB,83-85,Over,55,71,36,62,0,0,4,10,2,0,0,0,59,0,0,0,0,0,0,0,1,0,0,0,0,0,Plat 2,PLATINUM SERIES 2 2B Jose Vidro MON 2000 (Plat 2)
36170,SPECIAL EDITION CF Shane Victorino PHI 2010,76,S,R,CF,77,104,57,58,93,63,82,122,67,61,94,64,76,98,54,57,93,63,Spray,Spray,Line,85,99,91,48,63,2,1,1,2,1,1,2,1,1,9,0,0,0,0,0,0,0,0,0,0,0,1,60,XFB,83-85,Over,6,7,7,1,0,0,80,103,87,0,0,0,0,0,0,75,78,99,0,0,0,0,0,1,1,1,TE 3,SPECIAL EDITION CF Shane Victorino PHI 2010 (TE 3)
36448,SPECIAL EDITION SP Rube Vickers PHA 1908,94,L,R,SP,29,37,1,55,32,31,28,35,1,51,31,30,29,38,1,56,33,32,Spray,Pull,Groundball,43,30,41,28,59,76,118,65,68,107,62,84,127,67,74,65,85,0,0,0,0,0,0,0,0,0,103,24,NEU,90-92,Sidearm,29,23,26,24,0,0,9,3,3,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TE 3,SPECIAL EDITION SP Rube Vickers PHA 1908 (TE 3)
40564,MLB 2022 Live RP Will Vest DET 2022,64,R,R,RP,19,23,5,15,20,18,19,23,5,15,20,18,19,23,5,15,20,18,Normal,Normal,Groundball,16,17,11,86,13,72,49,48,66,45,47,76,52,49,75,78,0,54,0,0,0,0,0,0,0,0,18,48,XGB,94-96,Normal,18,4,91,11,0,2,9,15,32,43,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Packable,MLB 2022 Live RP Will Vest DET 2022 (Packable)
41301,MLB 2022 Live RP Nick Vespi BAL 2022,51,L,L,RP,18,17,4,18,12,19,18,17,4,18,12,19,18,17,4,18,12,19,Spray,Spray,Groundball,10,17,13,33,7,67,42,47,78,49,50,63,39,46,0,77,0,51,0,50,0,0,0,0,0,0,19,57,GB,91-93,Normal,33,39,55,13,1,1,1,1,1,81,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Packable,MLB 2022 Live RP Nick Vespi BAL 2022 (Packable)
34083,MLB 2022 Live RP Alex Vesia LAD 2022,87,L,L,RP,24,19,9,31,20,27,24,19,9,31,20,27,24,19,9,31,20,27,Spray,Spray,Groundball,9,15,40,13,22,118,102,41,132,115,43,114,98,40,88,101,0,69,0,0,0,0,0,0,0,0,14,54,XFB,94-96,Normal,20,17,35,6,2,3,7,24,25,44,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Packable,MLB 2022 Live RP Alex Vesia LAD 2022 (Packable)
36449,SPECIAL EDITION 1B Mickey Vernon WS1 1946,93,L,L,1B,97,105,59,67,81,90,88,88,50,57,68,89,100,110,62,71,85,91,Spray,Normal,Line,73,75,74,71,83,2,1,1,2,1,1,2,1,1,9,0,0,0,0,0,0,0,0,0,0,0,1,66,XFB,83-85,Normal,69,59,62,46,0,0,3,8,4,0,0,88,0,0,0,0,0,0,0,1,0,0,0,0,0,0,TE 1,SPECIAL EDITION 1B Mickey Vernon WS1 1946 (TE 1)
39601,PLATINUM SERIES 2 1B Mickey Vernon WS1 1953,71,L,L,1B,85,89,48,52,64,88,78,75,41,50,54,85,87,93,51,53,67,88,Spray,Normal,Normal,31,54,39,14,58,2,22,1,2,24,1,2,22,1,9,0,0,0,0,0,0,0,0,0,0,0,1,54,XFB,83-85,Normal,36,49,32,46,0,0,4,9,10,0,0,69,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Plat 2,PLATINUM SERIES 2 1B Mickey Vernon WS1 1953 (Plat 2)
36097,SPECIAL EDITION SP Justin Verlander HOU 2018,92,R,R,SP,5,20,12,19,5,9,5,20,12,19,5,9,5,20,12,19,5,9,Spray,Normal,Groundball,4,6,5,6,29,110,47,80,106,45,79,113,48,81,89,92,55,94,0,64,0,0,0,0,0,0,85,40,XFB,97-99,Over,22,22,17,26,0,0,1,3,2,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ME,SPECIAL EDITION SP Justin Verlander HOU 2018 (ME)
41588,Topps BUNT Series SP Justin Verlander HOU 2022,98,R,R,SP,22,17,5,19,11,29,22,18,5,20,11,29,22,17,5,19,11,29,Spray,Spray,Groundball,11,5,18,47,11,95,90,93,93,89,93,97,91,94,85,85,78,76,83,0,0,0,0,0,0,0,99,61,NEU,97-99,Normal,22,36,48,18,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Packable,Topps BUNT Series SP Justin Verlander HOU 2022 (Packable)
40816,MLB 2022 Live SP Justin Verlander HOU 2022,100,R,R,SP,22,17,5,19,11,29,23,18,5,20,11,31,22,16,5,18,11,28,Spray,Spray,Groundball,11,5,18,47,11,81,75,79,79,72,78,83,77,80,79,82,69,68,75,0,0,0,0,0,0,0,90,61,XFB,95-97,Normal,22,36,48,18,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,Packable,MLB 2022 Live SP Justin Verlander HOU 2022 (Packable)
40726,MLB 2022 Live RP Drew VerHagen STL 2022,48,R,R,RP,22,15,12,22,16,23,22,15,12,22,16,23,22,15,12,22,16,23,Spray,Spray,Groundball,15,13,14,48,1,56,28,46,52,27,45,58,30,47,0,51,48,44,0,47,0,0,0,0,0,0,24,57,NEU,93-95,Normal,26,15,65,20,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,Packable,MLB 2022 Live RP Drew VerHagen STL 2022 (Packable)
39602,Unsung Heroes RP Randy Veres FLO 1995,44,R,R,RP,5,20,12,19,5,9,5,20,12,19,5,9,5,20,12,19,5,9,Spray,Pull,Groundball,5,6,5,6,42,43,39,62,38,34,60,47,43,65,46,47,0,0,0,0,0,0,0,0,0,0,16,77,NEU,90-92,Normal,28,24,24,24,0,0,1,2,3,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Packable,Unsung Heroes RP Randy Veres FLO 1995 (Packable)
34962,MLB 2022 Live RF Alex Verdugo BOS 2022,70,L,L,RF,67,60,38,44,82,61,60,56,34,41,77,55,69,61,40,45,83,63,Spray,Spray,Normal,31,73,54,51,36,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,XFB,90-92,Normal,24,23,78,22,1,1,64,66,82,0,0,0,0,0,0,82,46,75,0,1,0,0,0,1,1,1,Packable,MLB 2022 Live RF Alex Verdugo BOS 2022 (Packable)
36453,SPECIAL EDITION 3B Robin Ventura CWS 1998,97,L,R,3B,67,78,79,79,81,46,58,78,68,72,68,46,70,78,82,81,86,46,XPull,Spray,Flyball,12,60,36,58,42,2,12,1,2,12,1,2,13,1,9,0,0,0,0,0,0,0,0,0,0,0,1,44,FB,83-85,Normal,86,88,102,69,0,0,7,3,5,0,0,0,0,104,0,0,0,0,0,1,0,1,0,0,0,0,TE 2,SPECIAL EDITION 3B Robin Ventura CWS 1998 (TE 2)
35900,Snapshot RP Jonny Venters ATL 2012,46,L,L,RP,6,20,12,18,5,11,6,19,11,17,5,10,6,21,12,18,5,11,Pull,Spray,Groundball,4,6,5,6,19,68,44,38,78,51,39,65,42,37,65,50,0,0,0,46,0,0,0,0,0,0,16,86,XGB,97-99,Over,28,24,24,24,0,0,10,2,10,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Packable,Snapshot RP Jonny Venters ATL 2012 (Packable)
35964,Snapshot RF Will Venable SD 2011,57,L,L,RF,48,55,51,42,42,51,46,46,43,35,41,49,49,58,53,44,42,52,Spray,Spray,Groundball,81,99,95,6,15,2,22,1,2,24,1,2,22,1,9,0,0,0,0,0,0,0,0,0,0,0,1,54,XFB,83-85,Over,9,1,9,1,0,0,79,55,41,0,0,0,0,0,0,0,56,70,0,0,0,0,0,1,1,1,Packable,Snapshot RF Will Venable SD 2011 (Packable)
40936,MLB 2022 Live RF Nelson Velazquez CHC 2022,45,R,R,RF,45,50,54,42,34,49,47,51,57,44,35,50,44,49,53,42,34,48,XPull,Pull,Groundball,53,83,62,30,21,1,1,1,1,1,1,1,1,1,6,0,0,0,0,0,0,0,0,0,0,0,1,0,FB,80-83,Over,29,46,52,18,1,2,65,65,70,0,0,0,0,0,0,48,45,70,0,1,1,1,0,1,1,1,Packable,MLB 2022 Live RF Nelson Velazquez CHC 2022 (Packable)
40730,MLB 2022 Live SS Andrew Velazquez LAA 2022,40,S,R,SS,44,39,47,35,37,47,45,40,49,37,38,48,44,39,46,35,37,47,Normal,Normal,Groundball,89,93,62,83,50,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,XFB,-,Over,65,71,57,65,0,0,63,60,51,0,0,0,52,29,52,45,39,30,0,1,1,1,1,1,1,1,Packable,MLB 2022 Live SS Andrew Velazquez LAA 2022 (Packable)
34820,MLB 2022 Live RP Vince Velasquez CWS 2022,52,R,R,RP,31,25,3,15,14,45,32,26,3,15,14,47,30,24,3,15,14,44,Spray,Spray,Groundball,16,22,15,49,39,60,38,51,58,36,50,62,39,51,68,61,60,59,0,0,0,0,0,0,0,0,25,58,FB,93-95,Normal,23,15,39,24,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Packable,MLB 2022 Live RP Vince Velasquez CWS 2022 (Packable)
35625,Future Legend LF Zac Veen COL 2022,82,L,R,LF,67,80,79,59,41,64,63,77,75,57,40,62,68,81,80,59,42,64,Pull,Pull,Normal,69,61,67,62,50,8,1,1,1,1,1,16,1,1,30,0,0,0,0,0,0,0,0,0,0,0,1,0,XFB,90-92,Over,19,26,50,11,1,1,65,70,78,0,0,0,0,0,1,82,0,75,0,0,0,0,0,1,0,1,Packable,Future Legend LF Zac Veen COL 2022 (Packable)
36457,Snapshot SP Bob Veale PIT 1969,83,S,L,SP,11,1,1,21,29,1,11,1,1,20,27,1,11,1,1,22,29,1,Spray,Pull,Groundball,4,6,5,25,52,84,92,51,98,107,53,79,86,50,84,71,89,0,0,0,0,0,0,0,0,0,90,63,NEU,93-95,Sidearm,19,24,15,25,0,0,8,3,3,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Packable,Snapshot SP Bob Veale PIT 1969 (Packable)
39604,PLATINUM SERIES 2 SP Bob Veale PIT 1964,77,S,L,SP,26,1,1,12,32,26,24,1,1,13,29,24,26,1,1,12,32,27,Pull,Spray,Groundball,3,6,5,35,17,83,103,42,97,120,45,79,97,42,84,70,89,0,0,0,0,0,0,0,0,0,97,90,GB,93-95,Sidearm,17,23,12,26,0,0,5,2,2,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Plat 2,PLATINUM SERIES 2 SP Bob Veale PIT 1964 (Plat 2)
